name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Binary,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Binary_scaled
Millersville University of Penn.,No,6011,3075,960,22,60,5146,1532,7844,3830,450,1258,72.0,74,16.8,20,7832,71,6.446538567226873,6.162007796376501,4.245103327369518,4.711661371580558,3.8642917624398234,10.769552390511999,60.27819639370136,9.28888019207096,9.406440551595338,2649.852552524213,29754.174387837,7.5380480626731705,3.044522437723423,1.8295772489755546,0.5115621360838463,Low,0,0,1.1777701862323602,0.9391285863696567,0.7732316609823825,-0.12094221917214974,0.9403535579303817,1.0289323140850855,-0.5714816336528199,-0.6142542984789047,0.08990169471617543,-0.1581550637201262,-0.5579571392876599,0.7159264724323372,0.060686441260878146,-0.19242334963793736,-1.6010258303560954,-1.0987972149572356,-1.6325116659989423
Milligan College,Yes,610,461,189,26,52,685,49,8200,3300,550,1000,63.0,69,12.0,16,8128,64,5.124919005052435,4.998438348875946,3.6015030144206426,5.088171214391668,3.4739672642207817,4.746058987760224,61.247768709129616,9.735330960613702,9.020229620808045,2027.0802352736914,24776.67217560797,5.833219143323595,2.833213344056216,1.8298611304543706,0.7557377049180328,Low,0,1,-0.9444124019590653,-0.9896593149135585,-0.9916783979866695,0.13799295441079093,-1.1419646671461603,-1.106552791365331,-0.4673816430927015,0.12366360001576755,-0.38127720177114266,-0.7239160936184083,-0.8700943318940553,-0.48865480430561903,-0.28448920152158647,-0.09231237800894349,0.05992819474941463,-1.0987972149572356,0.6125530498969481
Millikin University,Yes,1444,1261,456,29,62,1788,95,11910,4378,450,965,60.0,77,11.4,25,8149,75,5.6486875146790965,5.634425950419463,3.970116543657022,5.343132544941852,3.681155175206274,5.751122142095867,70.01247872445582,9.28888019207096,8.96086770113016,1838.0464345172456,33014.976620545895,5.602755748742425,3.258096538021482,1.829880664559923,0.8732686980609419,Medium,1,1,-0.10337429751099801,0.0645838966612123,0.019150392074915666,0.3133361961439693,-0.03665058865724941,-0.7502317576043804,0.473658251857913,-0.6142542984789047,-0.4536989836978673,-0.8956449178437978,-0.35347352257287784,-0.6514933665420364,0.4095619963667674,-0.08542366411709376,0.8594085730174283,0.3581403891754813,0.6125530498969481
Millsaps College,Yes,905,834,319,32,61,1073,179,11320,4402,550,1350,82.0,89,12.7,38,11218,58,5.368769548378187,5.378473394181153,3.8265541174819933,5.579161020314319,3.57630840318547,6.776404789663505,68.75239679080077,9.735330960613702,9.526532156293346,3439.822698933896,48228.57254567277,6.096499940947927,3.6635616461296463,1.832100679718976,0.9215469613259668,Medium,1,1,-0.5528508724705771,-0.3596951997308655,-0.37453302440042296,0.4756588429698257,-0.5959912019559986,-0.38674238750608864,0.3383671391568183,0.12366360001576755,0.23641393781517428,0.5594977786457802,0.6005650532112241,-0.3026284436876273,1.0718935453228027,0.697465996493578,1.1878115171694712,0.3581403891754813,0.6125530498969481
Milwaukee School of Engineering,Yes,1217,1088,496,36,69,1773,884,11505,3255,1000,2075,35.0,46,16.7,23,7140,67,5.547328480532772,5.543907959898413,4.002772169439946,5.869495015931659,3.67951877072643,9.664801117243197,69.15205697372052,11.135873380654385,10.271634507582906,623.1332809012008,8575.17799804497,7.504643909305106,3.1780538303479458,1.8288439760097979,0.8940016433853739,Medium,1,1,-0.26613095122405717,-0.08546301746196663,0.10870013477491584,0.675328745331237,-0.04538054254823845,0.6372692488918638,0.3812774209451592,2.4385556153715937,1.1454418178263641,-1.999339635780793,-1.886083615874445,0.6923240937679691,0.2788113855351543,-0.45101249528195664,1.0004401641521368,0.3581403891754813,0.6125530498969481
Mississippi College,Yes,594,385,307,36,57,1695,721,5580,2830,600,700,77.0,79,16.5,18,6170,61,5.108235377379953,4.879829466425743,3.810675111093123,5.869495015931659,3.6707285721973593,9.270319372542074,53.31028776275782,9.932527964405688,8.432948842240108,3031.9379352623355,35306.31811651647,7.437601218528677,2.9444389791664403,1.8276090173380792,0.6481481481481481,Low,0,1,-0.9712020358051007,-1.1862710237772573,-0.418077158140422,0.675328745331237,-0.09227483353597288,0.49741520841155135,-1.3196045030486936,0.4496014388117547,-1.09776212520345,0.18895256078278097,-0.20978440474634713,0.6449537276656453,-0.10280094841912382,-0.8865214022492534,-0.6719276097828123,-1.0987972149572356,0.6125530498969481
Mississippi State University,No,4255,3277,1609,18,57,10094,1621,9866,3084,480,1479,77.0,77,15.9,20,6223,53,6.2607865668980205,6.198434724423019,4.418231515491866,4.280162520647578,3.9607342364291145,10.88644084294204,65.4509051475959,9.43120844765131,9.68274426247616,3031.9379352623355,33014.976620545895,7.234549861581548,3.044522437723423,1.8276840872297768,0.7701527614571093,Medium,1,0,0.8795000394353132,0.9995115899350759,1.24799165497339,-0.41769469988544683,1.4548585971366912,1.0703723111886714,-0.01610384090631533,-0.37900648471193404,0.4269933387118193,0.18895256078278097,-0.35347352257287784,0.5014836937996878,0.060686441260878146,-0.8600479604830834,0.1579836484338965,0.3581403891754813,-1.6325116659989423
Mississippi University for Women,No,480,405,380,19,46,1673,1014,4386,2217,600,1500,49.0,54,15.8,8,5704,63,4.973307273796865,4.9133213724314775,3.897843909865671,4.394249799363181,3.668159802969087,9.934858146651015,48.85285838293737,9.932527964405688,9.706971680718645,1224.2461055608517,13045.77062852601,7.200420196580129,2.1972245773362196,1.8269032459431453,0.84375,Low,0,0,-1.187862018962889,-1.130753251947189,-0.17903891237415498,-0.3392340437249904,-0.10597880293695448,0.7330114910364504,-1.7981849544271413,0.4496014388117547,0.4565508868862346,-1.4532552942898984,-1.6057345224000523,0.47736869024981116,-1.3233835886260938,-1.1354121026551938,0.6586137081000044,-1.0987972149572356,-1.6325116659989423
Missouri Southern State College,No,1576,1326,913,13,50,3689,2200,3840,2852,200,400,52.0,54,20.3,9,4172,100,5.700042403430177,5.665047012460951,4.22753223278559,3.625856985682614,3.8111284326816803,11.530061851886968,46.54490002049214,7.597773902584139,7.542235485378162,1379.2888542968378,13045.77062852601,8.662578691738847,2.302585092994046,1.8237741306747628,0.8413705583756346,Low,0,0,-0.02091149668294369,0.11534282137939991,0.7250474060118076,-0.8676768730139961,0.6567357707654795,1.2985527019115968,-2.045983328948151,-3.409405941609676,-2.1844360205206956,-1.3124058333016602,-1.6057345224000523,1.5104862816404492,-1.1512760702749985,-2.238896455221811,0.6424280464371165,-1.0987972149572356,-1.6325116659989423
Missouri Valley College,Yes,1310,983,316,5,35,1057,175,8550,5050,400,900,35.0,67,17.4,16,4333,27,5.591124550467893,5.481115711976952,3.822649749576394,1.9915605610941627,3.5730426431476223,6.738714137700356,62.17440120230788,9.032160306951633,8.845130755470747,623.1332809012008,22941.155750332633,7.73687227002806,2.833213344056216,1.8241817828505926,0.750381679389313,Low,0,1,-0.1958056778188949,-0.18955042569140326,-0.38523975970161506,-1.9916231295773121,-0.6134135048771966,-0.4001047041054975,-0.3678919688749011,-1.0385747644227592,-0.5948985251698033,-1.999339635780793,-0.9851988400469104,0.8564097284492161,-0.28448920152158647,-2.095137673989544,0.023494934030623405,-1.0987972149572356,0.6125530498969481
Monmouth College IL,Yes,601,503,204,28,57,671,11,13000,4100,400,460,91.0,91,11.6,43,11087,56,5.115593064922806,5.0553146561936115,3.635475781870053,5.260422081682251,3.4690120794183623,2.705812737519317,72.23656583794029,9.032160306951633,7.76123949443773,4239.059912186108,51116.35602619839,5.680089865568533,3.784189633918261,1.8320257216382467,0.8369384359400999,Medium,1,1,-0.9593874737028972,-0.8953784504068211,-0.8985167294850508,0.2564541555541443,-1.1683997786233544,-1.8298731617089106,0.7124516289319573,-1.0385747644227592,-1.9172502443319375,1.285569340238181,0.7816568116943878,-0.5968513856813783,1.2689406411191924,0.671031984931584,0.6122794462548401,0.3581403891754813,0.6125530498969481
Monmouth College,Yes,2707,1881,478,14,34,1893,847,12480,5290,530,1740,70.0,85,14.2,15,9492,54,6.010472279560831,5.8751359071470635,3.988467757957913,3.7701053698334652,3.6921604122291285,9.581388019740647,71.19147144257761,9.65205121109875,9.96355640161393,2504.239961610454,42760.679669250785,6.642366463951214,2.772588722239781,1.8309882978289518,0.6948651643886221,Medium,1,1,0.47755939224291455,0.4635961371870448,0.06947392682514149,-0.7684736752694478,0.02206057533204511,0.6076971359324965,0.6002430654648441,-0.013985659609939928,0.7695852834024004,-0.2904376445599966,0.25767565625110594,0.0830645638304953,-0.3835201634208818,0.3051838641850553,-0.35414472701525984,0.3581403891754813,0.6125530498969481
Montana College of Mineral Sci. & Tech.,No,572,544,320,45,72,1470,416,6073,3400,550,1400,71.0,71,16.4,31,6112,74,5.0844908520758825,5.106137254326572,3.827846170583311,6.444128361382583,3.6423246996452314,8.244707387487974,54.96725136562671,9.735330960613702,9.588655932737819,2576.530515080068,26700.255016237883,7.4039613662423625,3.4657359027997265,1.8275257172306565,0.951048951048951,Low,0,0,-1.009329663155185,-0.811132501356508,-0.37098989760362294,1.0705183742130722,-0.24380491106868193,0.13380907960697694,-1.141701429010402,0.12366360001576755,0.31220519615957604,-0.2247648828620271,-0.7494672137091747,0.621184811174139,0.7487430981377603,-0.9158972344651218,1.388492727058605,-1.0987972149572356,-1.6325116659989423
Montana State University,No,3500,2836,1779,15,42,8730,993,5552,3710,550,2300,75.0,83,17.6,8,6324,37,6.15368376725217,6.1154513342358685,4.4503379176856885,3.9068791807486942,3.9411377117636035,9.893428879900684,53.21334097557438,9.735330960613702,10.453632244927569,2876.0084132069483,40177.688977444705,7.802551862710342,2.1972245773362196,1.8278244500813006,0.8102857142857143,Low,0,0,0.7075203691427374,0.8619543866720845,1.336035291760256,-0.6744109272506593,1.3503142996474367,0.7183237382392701,-1.3300133807260348,0.12366360001576755,1.3674797929567883,0.0472975055627926,0.09569733284866454,0.9028169700855416,-1.3233835886260938,-0.8105489177654445,0.43097979566641265,-1.0987972149572356,-1.6325116659989423
Montclair State University,No,5220,2128,865,19,53,6411,3186,3648,4834,700,950,82.0,87,21.5,9,6717,58,6.37124490742173,5.948067196598731,4.208476116837237,4.394249799363181,3.897331410584846,12.336947608715466,45.68220135777915,10.287356219704934,8.934814419422105,3439.822698933896,45443.82519345305,9.030380538487343,2.302585092994046,1.8283393183170504,0.4076628352490421,Low,0,0,1.0568678491204693,0.5844905015256148,0.6727908578941864,-0.3392340437249904,1.1166147503392894,1.5846146929017697,-2.1386086248808036,1.0360807080301793,-0.4854840926797661,0.5594977786457802,0.4259346495311623,1.7703640987717493,-1.1512760702749985,-0.6289803295052765,-2.3077794288064197,-1.0987972149572356,-1.6325116659989423
Montreat-Anderson College,Yes,263,223,103,10,24,316,20,8438,3372,500,2958,42.0,50,11.1,4,11989,15,4.580872386653079,4.511147860623981,3.3168505048963994,3.13661398758166,3.2721193603921823,3.486321787853024,61.88063548372135,9.521846755027648,10.904320615604993,898.4967502467404,10666.089342648327,5.485757336611017,1.6094379124341003,1.8325159691738173,0.8479087452471483,Low,0,1,-1.8180119564571473,-1.7974151391746045,-1.7722654599603764,-1.204141438433242,-2.2187906689819967,-1.5531623993304815,-0.399432688473765,-0.2291946039516519,1.9173214267048797,-1.749184136414518,-1.7549633934685398,-0.7341609556836695,-2.2835393318336408,0.8439180686922896,0.6869027162535193,-1.0987972149572356,0.6125530498969481
Moorhead State University,No,2442,2164,1189,12,37,5983,1075,4426,2664,600,1000,75.0,81,18.1,19,4795,60,5.9522893333701425,5.9579356532736325,4.318490008033537,3.473099970406587,3.8871161572555244,10.050959532427225,49.0143372990839,9.932527964405688,9.020229620808045,2876.0084132069483,37693.39301184987,7.965493088984884,2.995732273553991,1.8252322439080197,0.8861588861588862,Low,0,0,0.38413247963547137,0.6008489233454507,0.9744759554496015,-0.9727316677869278,1.0621180219031379,0.7741724525366295,-1.7808474609993439,0.4496014388117547,-0.38127720177114266,0.0472975055627926,-0.060091883356808096,1.0179463816947247,-0.019012808716357025,-1.7246919599680892,0.9470914231398609,-1.0987972149572356,-1.6325116659989423
Moravian College,Yes,1232,955,303,23,58,1241,485,14990,4730,550,1250,86.0,92,15.2,28,9566,74,5.554630426981953,5.463155302582901,3.805222388378826,4.810280968585637,3.6073779575229374,8.525318878084027,75.99983909719846,9.735330960613702,9.395616814032536,3784.712517455532,52599.33115919693,6.993848718831455,3.367295829986474,1.8310422680573017,0.7751623376623377,Medium,1,1,-0.2544058950446047,-0.21932245211900656,-0.43302986244091857,-0.053119072030679164,-0.430240142165721,0.23329315280482474,1.116502677554239,0.12366360001576755,0.07669669114387034,0.8728148827034736,0.8746535950171559,0.33141144399481504,0.5879401964775927,0.32421649717572715,0.19206025897226356,0.3581403891754813,0.6125530498969481
Morehouse College,Yes,3708,1678,722,41,66,2852,153,7050,5490,250,600,71.0,74,17.8,10,8122,83,6.1854962782373955,5.807073027119901,4.14355435717562,6.200408396979208,3.7672890996655393,6.516385576782463,58.00646833969081,8.045645056084263,8.183897511239495,2576.530515080068,29754.174387837,7.867941719783123,2.3978952727983707,1.8298555349777796,0.4525350593311758,Low,0,1,0.7586031155182656,0.35077187920667224,0.49475945491402457,0.9029060992795955,0.4228600019340756,-0.47892596256981107,-0.81539007164612,-2.669140354284214,-1.4016057556008417,-0.2247648828620271,-0.5579571392876599,0.9490194931800552,-0.9955858819980911,-0.09428562614258186,-2.0025453648068874,-1.0987972149572356,0.6125530498969481
Morningside College,Yes,586,533,239,16,36,950,228,10520,3678,500,1000,48.0,68,13.0,32,8111,56,5.099711832535349,5.092914587409508,3.704655693497557,4.037027549018027,3.5495310508666655,7.185249756282922,66.97290643589604,9.521846755027648,9.020229620808045,1174.6238155874432,23848.004199077237,6.207599060205051,3.4965075614664802,1.829845260027578,0.909556313993174,Medium,1,1,-0.9848886661914772,-0.8330510211553172,-0.7088084284580587,-0.5849046607537621,-0.7388440564582319,-0.24179621121322845,0.14730874547157527,-0.2291946039516519,-0.38127720177114266,-1.498334943952575,-0.9283307329438812,-0.22412911897517096,0.7990089285165864,-0.09790909341634721,1.1062476078639207,0.3581403891754813,0.6125530498969481
Morris College,Yes,882,730,330,2,13,926,12,4515,2550,850,2100,53.0,60,18.6,34,6990,60,5.353068841473647,5.294445189688082,3.840516056845961,0.7584380660306828,3.543812092522229,2.8165639550826387,49.370218978210445,10.744410196881613,10.292735461642394,1433.0287974030894,17187.345783259294,8.126692271604679,3.5553480614894135,1.82867041709109,0.8276643990929705,Low,0,1,-0.578062187260963,-0.4989843367402065,-0.33624595907368526,-2.8396721073260265,-0.7693537765588416,-1.7906089740186033,-1.7426375422051703,1.7915241613760515,1.171185067061469,-1.2635854783881688,-1.3460179845367914,1.1318449172048743,0.8951255085680089,-0.5122181507519814,0.5491947203596109,-1.0987972149572356,0.6125530498969481
Mount Holyoke College,Yes,1800,1314,526,47,79,1891,40,19300,5700,750,750,79.0,91,9.0,51,18359,84,5.7774424131470035,5.659516394576368,4.025330918685728,6.559981966494515,3.6919577972892257,4.4509128311633575,83.1468427345811,10.448461969422015,8.545341066409259,3191.9953654123665,51116.35602619839,4.6291973731617775,3.9512437185814275,1.834850487781781,0.73,High,2,1,0.10337309901163497,0.10617500687093336,0.17056176327416073,1.1501937769220463,0.020979657316502955,-1.211189781762898,1.8838544256866507,1.3023649764046783,-0.9606431574678065,0.3343576374315665,0.7816568116943878,-1.3393806834015403,1.5418252579254095,1.6671874383742777,-0.11514724291492597,1.8150779933081982,0.6125530498969481
Mount Marty College,Yes,279,276,126,17,37,600,435,6844,2980,500,500,45.0,55,11.7,38,5073,44,4.620159707603177,4.656769363420657,3.4143205820231413,4.161257057510804,3.4417819042748543,8.325932025771436,57.38983706395767,9.521846755027648,7.892981014082466,1031.9310727012441,13687.465845698069,5.7185622678208565,3.6635616461296463,1.8257920868453648,0.989247311827957,Low,0,1,-1.7549265793613273,-1.5560260296854833,-1.5049785800313094,-0.4994689411839057,-1.313668369839305,0.1626053268429564,-0.8815958708025662,-0.2291946039516519,-1.7565250579131293,-1.6279649723564091,-1.5654940694465738,-0.5696679334896119,1.0718935453228027,-1.5272630165548016,1.6483292102548692,-1.0987972149572356,0.6125530498969481
Mount Mary College,Yes,235,217,121,12,32,931,487,8950,3119,550,1125,51.0,51,10.7,26,7016,78,4.505518575546393,4.4923658177872605,3.394980332047038,3.473099970406587,3.545018333017115,8.53290240723036,63.20338602566231,9.735330960613702,9.217598635692513,1326.5785035602494,11233.381818031621,5.327827205479586,3.295836866004329,1.8287009102341454,0.9234042553191489,Medium,1,1,-1.9390108811563014,-1.8285491441647388,-1.5580142934065944,-0.9727316677869278,-0.7629186781271848,0.23598171116388988,-0.2574130404925574,0.12366360001576755,-0.14048620591693609,-1.3602908492103485,-1.7193887069886764,-0.845749676894635,0.47121122188858366,-0.5014647257943616,1.2004453770945605,0.3581403891754813,0.6125530498969481
Mount Mercy College,Yes,368,317,159,20,49,806,542,10500,3555,500,2285,44.0,50,11.3,30,6695,64,4.802109774697577,4.7502123482718295,3.523131975018745,4.503953018570464,3.5122274860511276,8.73117135495397,66.92729766584722,9.521846755027648,10.4420235918995,986.424432554636,10666.089342648327,5.563890873647727,3.4339872044851463,1.8283117329213556,0.8614130434782609,Medium,1,1,-1.4627613637733392,-1.401130506235735,-1.2065910277498813,-0.2637884142137955,-0.9378525563862268,0.30627321086797704,0.1424118724317926,-0.2291946039516519,1.3533171893445106,-1.669305736682963,-1.7549633934685398,-0.6789541283407586,0.696881263144984,-0.6387083356340864,0.7787629240961116,0.3581403891754813,0.6125530498969481
Mount Saint Clare College,Yes,325,284,95,16,33,364,88,9900,3650,500,1200,32.0,37,13.6,43,6525,21,4.720905162716025,4.6761204347207945,3.276895834029031,4.037027549018027,3.3116111702251927,5.631537817809901,65.53163740313774,9.521846755027648,9.326478591460091,520.5315084100242,4850.632677950807,6.426849011430599,3.784189633918261,1.828093756276596,0.8738461538461538,Medium,1,1,-1.5931551764561338,-1.5239487761268324,-1.8818309761633154,-0.5849046607537621,-2.008108234925843,-0.7926275114108623,-0.007435867506012867,-0.2291946039516519,-0.007652219826546156,-2.0925487956392046,-2.1196483779539492,-0.06921364143108587,1.2689406411191924,-0.7155779285019678,0.8633365970836673,0.3581403891754813,0.6125530498969481
Mount Saint Mary's College,Yes,1321,1159,328,15,36,1243,79,12850,6200,550,900,77.0,82,12.8,36,8536,80,5.596082925953245,5.582799031824517,3.838017816595519,3.9068791807486942,3.6077164059917286,5.464503361121362,71.93795880187906,9.735330960613702,8.845130755470747,3031.9379352623355,38923.295934475835,6.133645307514049,3.6109179126442243,1.8302272851472983,0.8773656320968963,Medium,1,1,-0.1878437964864065,-0.020995332133740052,-0.34309674714668065,-0.6744109272506593,-0.42843457418823366,-0.8518455715140616,0.6803911120003983,0.12366360001576755,-0.5948985251698033,0.18895256078278097,0.01703484187169807,-0.27638263533977875,0.9858994490492295,0.03681229130161451,0.8872771231352794,0.3581403891754813,0.6125530498969481
Mount Saint Mary College,Yes,1170,695,238,14,48,1170,429,7470,4600,250,1400,74.0,75,15.3,23,6898,88,5.523807883875048,5.263251648856473,3.7028454144791563,3.7701053698334652,3.594913275852364,8.300633453583076,59.227938080710224,8.045645056084263,9.588655932737819,2799.591418290768,30817.86634468314,7.0284946523737215,3.1780538303479458,1.8285610981594231,0.594017094017094,Low,0,1,-0.3038990065097782,-0.5506922294520958,-0.7137726579415359,-0.7684736752694478,-0.49673720789139514,0.1536363248892522,-0.6842446310366418,-2.669140354284214,0.31220519615957604,-0.022123945179242006,-0.4912534379026085,0.35589122750062535,0.2788113855351543,-0.5507695367467623,-1.04014295856422,-1.0987972149572356,0.6125530498969481
Mount St. Mary's College,Yes,657,537,113,37,90,1039,466,12474,5678,630,1278,53.0,71,11.9,19,10613,72,5.171338417261868,5.097756307685442,3.3620343606299636,5.938297343999169,3.569295860425962,8.451834948178204,71.17924719710645,10.044073557026874,9.43322357177751,1433.0287974030894,26700.255016237883,5.7951254207427985,2.995732273553991,1.831742666745751,0.817351598173516,Medium,1,1,-0.8698747126236701,-0.8250251559955889,-1.6483602351139295,0.7226458157909562,-0.6334019862108408,0.20724118805424357,0.5989305859128776,0.6339700077405097,0.12257708758583981,-1.2635854783881688,-0.7494672137091747,-0.5155706927336406,-0.019012808716357025,0.57121250945797,0.4790440157700305,0.3581403891754813,0.6125530498969481
Mount Union College,Yes,1310,1086,458,26,61,1365,144,12250,3530,400,1150,85.0,87,16.7,35,7215,81,5.591124550467893,5.542773478540471,3.971826622730826,5.088171214391668,3.6271907701793182,6.417022090318787,70.72008390043723,9.032160306951633,9.254619779877157,3696.941267081089,45443.82519345305,7.504643909305106,3.58351893845611,1.8289286618082972,0.8290076335877863,Medium,1,1,-0.1958056778188949,-0.08734358756642491,0.02383984871169172,0.13799295441079093,-0.32454198313995414,-0.5141529033467143,0.5496316382343792,-1.0385747644227592,-0.09532026038541107,0.7930785944456105,0.4259346495311623,0.6923240937679691,0.9411429344911897,-0.42114799828728816,0.5583317964048392,0.3581403891754813,0.6125530498969481
Mount Vernon Nazarene College,Yes,510,485,334,18,36,1114,94,7400,3346,600,600,57.0,57,19.8,7,6869,58,5.011907246676032,5.031585354698306,3.845460553001268,4.280162520647578,3.584412893615005,5.734534988781288,59.02755014675019,9.932527964405688,8.183897511239495,1658.2867737090962,15028.499603244794,8.50684170511004,2.0794415416798357,1.8285261715931136,0.9509803921568627,Low,0,1,-1.1258803468589633,-0.9347132659851797,-0.3226869367651791,-0.41769469988544683,-0.552755053050713,-0.7561123349498996,-0.7057596657603669,0.4496014388117547,-1.4016057556008417,-1.0589485972397998,-1.481398373568703,1.4004471709358843,-1.515783424979524,-0.5630864110405578,1.3880263693131738,-1.0987972149572356,0.6125530498969481
Muhlenberg College,Yes,2519,1836,462,30,61,1656,352,16975,4565,600,850,76.0,86,12.8,39,10888,83,5.969867825956235,5.86074927300192,3.9752210860200097,5.42374736044689,3.6661464783053526,7.944044069044878,79.4393055643515,9.932527964405688,8.750709491517258,2953.4572253472356,44089.64233777555,6.133645307514049,3.6888794541139363,1.8319092023337291,0.7288606589916634,High,2,1,0.41235903738366336,0.4397481701069985,0.033148300375476364,0.3687770077049723,-0.11671956519865996,0.02721611181237335,1.4857875891230328,0.4496014388117547,-0.7100928488101287,0.1176563164912192,0.3410143789166372,-0.27638263533977875,1.113250452842285,0.6299413831866394,-0.12289737550517488,1.8150779933081982,0.6125530498969481
Murray State University,No,2225,1910,1190,29,55,5968,955,4738,3110,700,940,72.0,76,20.2,27,5972,52,5.899356860910613,5.884213636194271,4.318773667215514,5.343132544941852,3.8867421057777776,9.816412497170452,50.24213018055345,10.287356219704934,8.91723312048175,2649.852552524213,31904.737047146835,8.63155175702429,3.332204510175204,1.8273195290072692,0.8584269662921349,Low,0,0,0.299136483345346,0.4786438113890382,0.9752538185635835,0.3133361961439693,1.0601225176168763,0.6910194270697844,-1.6490231242923845,1.0360807080301793,-0.5069333484443382,-0.1581550637201262,-0.4230962065588109,1.4885635747884411,0.5306181538634841,-0.988609633554513,0.7584507489458626,-1.0987972149572356,-1.6325116659989423
Muskingum College,Yes,1109,922,375,24,46,1115,70,13240,3914,600,800,73.0,85,13.4,27,9333,73,5.491722699819546,5.4412505479420705,3.8925142848445375,4.90575996229404,3.584606002873894,5.279348749014717,72.70966441564346,9.932527964405688,8.650998387185288,2724.2061589730774,42760.679669250785,6.354191814974079,3.332204510175204,1.8308701092852433,0.8313796212804329,Medium,1,1,-0.35541959601246137,-0.2556328122978233,-0.19365405258009072,0.012544204192919739,-0.5517248463097829,-0.9174876980877469,0.7632467647761073,0.4496014388117547,-0.8317407990918487,-0.09060810988813835,0.25767565625110594,-0.12055104982347017,0.5306181538634841,0.26350460425086814,0.5744667542321615,0.3581403891754813,0.6125530498969481
National-Louis University,Yes,513,347,279,23,48,2508,505,9090,4500,650,500,62.0,65,18.3,2,7905,71,5.015632569068468,4.810737212584391,3.7706602450287936,4.810280968585637,3.7444495299896348,8.59991907409278,63.556382100047195,10.115893212874479,7.892981014082466,1963.0383410019397,21192.12243816821,8.030178088121435,1.0986122886681098,1.8296487812248434,0.6764132553606238,Medium,1,1,-1.1198984330443562,-1.3008016206125843,-0.5278077443510664,-0.053119072030679164,0.3010145825303664,0.2597408629272588,-0.21951294018390313,0.7526774067369608,-1.7565250579131293,-0.7820953142680762,-1.094880026424442,1.0636508731902279,-3.1179783991407715,-0.16719745956234305,-0.4796600384662045,0.3581403891754813,0.6125530498969481
Nazareth College of Rochester,Yes,947,798,266,36,68,1274,471,10850,5150,550,800,77.0,93,13.6,24,8797,61,5.396365875599608,5.35072097038512,3.7504750798830964,5.869495015931659,3.6128789924597493,8.471430941008023,67.71736326986401,9.735330960613702,8.650998387185288,3031.9379352623355,54108.59763306137,6.426849011430599,3.2188758248682006,1.830447665795881,0.8426610348468849,Medium,1,1,-0.5085382375766303,-0.40569893364125426,-0.5831604225440965,0.675328745331237,-0.40089300828616137,0.2141884772793757,0.22723878076167214,0.12366360001576755,-0.8317407990918487,0.18895256078278097,0.9692990979140862,-0.06921364143108587,0.34549454598816776,0.11452965754145428,0.6512062468912446,0.3581403891754813,0.6125530498969481
New Jersey Institute of Technology,No,1879,1216,483,27,62,3311,1646,8832,5376,700,1850,92.0,98,13.5,19,12529,72,5.802298962839009,5.612221156015524,3.9925027421996027,5.175483632487222,3.7930121225554374,10.918233665506488,62.903032739999894,10.287356219704934,10.0703573871029,4333.028101275151,62055.431121210495,6.39057276021811,2.995732273553991,1.8327830881773446,0.6471527408195848,Medium,1,0,0.14328635277136295,0.027776176340952547,0.08053884418559284,0.19803987368047105,0.5600881790331139,1.0816436938410687,-0.28966104686054833,1.0360807080301793,0.8998829173504316,1.3709352724803292,1.467641878959388,-0.09484535878691201,-0.019012808716357025,0.9381177434833989,-0.678698663155967,0.3581403891754813,-1.6325116659989423
New Mexico Institute of Mining and Tech.,No,787,601,233,40,73,1017,411,5376,3214,600,1100,99.0,100,13.7,11,9241,34,5.283207392816426,5.170369470597074,3.693660483083498,6.136729256270157,3.56460754386997,8.222777153171387,52.596483352416,9.932527964405688,9.179807776613403,5019.734753225509,65424.30531235642,6.463021636404172,2.4849066497880004,1.8308002950486688,0.7636594663278272,Low,0,0,-0.6902417843019272,-0.7046581332977051,-0.738959994686081,0.8591123720558882,-0.6584133986484774,0.12603424105220834,-1.396243482107757,0.4496014388117547,-0.18659120673062196,1.9947778099275253,1.6789026453905742,-0.043655143285563025,-0.8534518760234878,0.23888457237644373,0.11381434544968615,-1.0987972149572356,-1.6325116659989423
