GrLivArea,TotalBsmtSF,OverallQual,YearBuilt,LotFrontage,MasVnrArea,Neighborhood,BldgType,CentralAir,GarageType,KitchenQual,BsmtQual,SalePrice
1368,684,6,1910,60.0,0.0,OldTown,1Fam,N,Detchd,TA,TA,114504
1402,1258,7,2006,53.0,72.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Ex,194201
1647,1430,5,1977,80.0,459.0,Crawfor,1Fam,Y,Attchd,Gd,Gd,217500
1556,716,6,1980,24.0,0.0,Blueste,Twnhs,Y,Attchd,TA,Gd,151000
1904,1058,8,2005,74.0,280.0,NridgHt,1Fam,Y,BuiltIn,Ex,Gd,275000
1375,780,6,1937,50.0,0.0,IDOTRR,1Fam,Y,Detchd,Gd,TA,141000
1915,908,8,1992,80.0,0.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,220000
1200,600,7,2004,30.0,0.0,Somerst,TwnhsE,Y,Detchd,Gd,Gd,151000
1494,1494,7,2002,88.0,99.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,221000
1986,768,7,1965,85.0,176.0,NAmes,1Fam,Y,Attchd,TA,TA,205000
1040,1040,5,1996,82.0,0.0,CollgCr,1Fam,Y,Detchd,Gd,Gd,152000
2008,896,5,1948,78.0,0.0,Edwards,1Fam,Y,Attchd,Ex,TA,225000
3194,965,8,1934,78.0,0.0,Crawfor,1Fam,Y,Basment,TA,Gd,359100
1029,1029,4,1961,61.0,192.0,Sawyer,1Fam,Y,Attchd,TA,TA,118500
2153,1440,9,2000,,204.0,CollgCr,1Fam,Y,Attchd,Ex,Ex,313000
1032,1032,6,1978,,233.0,NWAmes,1Fam,Y,Attchd,TA,Gd,148000
1872,1299,8,2001,,108.0,CollgCr,1Fam,Y,BuiltIn,Ex,Gd,261500
1120,1120,5,2007,70.0,0.0,Mitchel,1Fam,Y,,TA,Gd,147000
630,630,4,1972,21.0,0.0,MeadowV,TwnhsE,Y,,TA,Gd,75500
1054,936,6,1963,80.0,156.0,NAmes,1Fam,Y,Attchd,Gd,TA,137500
1509,783,6,2002,,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,183200
832,832,6,1954,59.0,0.0,NAmes,1Fam,Y,Detchd,Gd,TA,105500
1828,1822,9,2007,90.0,452.0,NridgHt,1Fam,Y,Attchd,Gd,Ex,314813
2262,1482,8,2003,85.0,226.0,Timber,1Fam,Y,Attchd,Gd,Gd,305000
864,864,3,1914,45.0,0.0,Edwards,1Fam,N,,TA,TA,67000
2614,1522,6,1974,90.0,0.0,NWAmes,1Fam,Y,Attchd,TA,TA,240000
980,980,5,1977,71.0,153.0,Sawyer,1Fam,Y,Detchd,TA,TA,135000
1512,756,6,2000,,513.0,Somerst,TwnhsE,Y,Detchd,Gd,Gd,168500
1790,732,6,1972,80.0,288.0,NWAmes,1Fam,Y,Attchd,TA,TA,165150
1116,1116,6,1962,87.0,261.0,NAmes,1Fam,Y,Attchd,TA,TA,160000
1422,978,5,1960,,0.0,NAmes,1Fam,Y,Attchd,TA,TA,139900
1520,1156,6,1955,80.0,164.0,NAmes,1Fam,Y,Basment,TA,TA,153000
2080,1040,5,1969,70.0,192.0,NAmes,1Fam,Y,Attchd,Fa,Gd,135000
1350,1248,6,1964,82.0,259.0,NAmes,1Fam,Y,Attchd,TA,TA,168500
1750,636,5,1880,50.0,0.0,OldTown,1Fam,Y,Detchd,Ex,Fa,124000
1554,1554,8,2006,34.0,108.0,NridgHt,Twnhs,Y,Attchd,Gd,Gd,209500
1411,1386,7,1977,85.0,209.0,NWAmes,1Fam,Y,Attchd,TA,TA,82500
1056,1056,5,1954,80.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,139400
1056,1056,6,1980,64.0,0.0,OldTown,Duplex,Y,Detchd,TA,TA,144000
3395,1440,6,1914,60.0,0.0,SWISU,2fmCon,Y,,Fa,TA,200000
800,264,2,1936,51.0,0.0,BrkSide,1Fam,N,,Fa,TA,60000
1387,811,5,1954,50.0,0.0,OldTown,2fmCon,Y,BuiltIn,Gd,TA,93000
796,796,5,1910,67.0,0.0,Edwards,1Fam,Y,,TA,Fa,85000
1567,1520,8,2006,53.0,0.0,Blmngtn,TwnhsE,Y,Attchd,Ex,Gd,264561
1518,1518,8,2003,62.0,472.0,NridgHt,TwnhsE,Y,Attchd,Ex,Ex,274000
1929,1057,7,2001,,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,226000
2704,1952,8,1972,75.0,0.0,NAmes,1Fam,Y,Attchd,Ex,Gd,345000
1620,780,5,1969,80.0,263.0,NWAmes,1Fam,Y,Attchd,TA,TA,152000
1766,1766,9,2009,85.0,162.0,Somerst,1Fam,Y,Attchd,Ex,Ex,370878
981,981,6,1971,,0.0,NAmes,1Fam,Y,Detchd,TA,TA,143250
1048,0,5,1950,60.0,0.0,NAmes,1Fam,Y,Detchd,TA,,98300
1094,1094,6,1953,85.0,216.0,Edwards,1Fam,Y,Attchd,TA,TA,155000
1839,756,6,1966,70.0,351.0,NAmes,1Fam,Y,Attchd,TA,TA,155000
630,630,4,1970,21.0,0.0,MeadowV,Twnhs,Y,,TA,Gd,84500
1665,813,7,2007,65.0,,Somerst,1Fam,Y,Attchd,Gd,Gd,205950
1510,755,4,1940,60.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,108000
1716,880,7,1996,70.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,191000
1469,756,6,1906,60.0,0.0,IDOTRR,1Fam,Y,Detchd,TA,TA,135000
2113,2109,8,1995,91.0,660.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,350000
1092,525,6,1971,21.0,381.0,BrDale,Twnhs,Y,Detchd,TA,TA,88000
1053,1053,5,1959,72.0,54.0,NAmes,1Fam,Y,Attchd,Gd,TA,145500
1502,776,7,1931,60.0,0.0,Crawfor,1Fam,Y,Attchd,TA,Gd,149000
1458,912,6,1948,78.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,97500
1486,1486,5,1964,75.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,167000
1935,793,7,1976,,233.0,NWAmes,1Fam,Y,Attchd,TA,Gd,197900
2448,1629,8,1994,52.0,528.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,402000
1392,1392,6,1968,120.0,216.0,NAmes,1Fam,Y,Attchd,TA,Fa,110000
1181,1138,4,1972,90.0,0.0,Edwards,1Fam,Y,Detchd,TA,Gd,137500
2097,2077,8,2005,49.0,0.0,Somerst,1Fam,Y,Attchd,Ex,Ex,423000
1936,1406,8,2000,106.0,40.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,230500
2380,1021,6,1965,,113.0,NAmes,1Fam,Y,CarPort,TA,Gd,129000
1679,1408,6,1994,65.0,258.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,193500
1437,1188,5,1956,,0.0,Sawyer,1Fam,Y,Detchd,TA,TA,168000
1180,700,4,1922,80.0,0.0,Crawfor,1Fam,Y,Detchd,Fa,Fa,137500
1476,738,6,2005,64.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,173500
1369,672,6,1925,54.0,0.0,Edwards,1Fam,N,Detchd,TA,TA,103600
1208,1208,6,1977,,0.0,Veenker,1Fam,Y,Attchd,TA,Gd,165000
1839,1477,6,1957,110.0,106.0,Crawfor,1Fam,Y,Attchd,Gd,TA,257500
1136,1136,6,1965,80.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,140000
1441,855,6,1978,24.0,0.0,NPkVill,Twnhs,Y,Attchd,TA,TA,148500
1774,1095,4,1900,60.0,0.0,OldTown,1Fam,N,2Types,TA,TA,87000
792,768,5,1924,52.0,0.0,OldTown,1Fam,Y,Detchd,Gd,TA,109500
2046,2046,8,2008,80.0,464.0,StoneBr,1Fam,Y,Attchd,Gd,Ex,372500
988,988,5,1961,,57.0,Sawyer,1Fam,Y,Detchd,TA,TA,128500
923,923,6,1980,50.0,0.0,SawyerW,TwnhsE,Y,Attchd,TA,Gd,143000
1520,793,5,1932,55.0,0.0,SWISU,1Fam,Y,Detchd,TA,TA,159434
1291,1291,6,1996,,0.0,ClearCr,1Fam,Y,Attchd,Gd,Gd,173000
1668,1626,9,2002,90.0,215.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,285000
1839,1195,7,1998,58.0,30.0,NoRidge,1Fam,Y,Attchd,TA,Gd,221000
2090,1190,7,1984,,0.0,StoneBr,TwnhsE,Y,Attchd,Gd,Gd,207500
1761,874,7,2007,84.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,227875
1102,551,7,2004,,0.0,Somerst,TwnhsE,Y,Detchd,Gd,Gd,148800
1419,1419,8,2007,60.0,0.0,StoneBr,1Fam,Y,Attchd,Gd,Gd,392000
1362,1362,6,2005,61.0,256.0,NridgHt,TwnhsE,Y,Attchd,Gd,Gd,194700
848,848,6,2004,,147.0,CollgCr,TwnhsE,Y,Attchd,Gd,Gd,141000
4316,2444,10,1994,104.0,1170.0,NoRidge,1Fam,Y,Attchd,Ex,Ex,755000
2519,1210,7,1989,42.0,293.0,Timber,1Fam,Y,Attchd,Gd,Gd,335000
1073,1073,5,1921,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,108480
1539,927,5,1936,51.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,141500
1137,1112,6,1987,54.0,72.0,Timber,1Fam,Y,Attchd,Gd,Gd,176000
616,616,5,1921,50.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,89000
1148,980,5,1952,57.0,0.0,Edwards,1Fam,Y,Detchd,TA,Ex,123500
894,894,5,1965,65.0,0.0,Sawyer,1Fam,Y,Detchd,TA,TA,138500
1391,1391,7,2004,59.0,0.0,Somerst,TwnhsE,Y,Attchd,Gd,Gd,196000
1800,1800,8,2002,85.0,630.0,Timber,1Fam,Y,Attchd,Gd,Ex,312500
1164,1164,7,1969,80.0,168.0,NWAmes,1Fam,Y,Attchd,TA,TA,140000
2576,1234,8,2006,82.0,466.0,StoneBr,1Fam,Y,BuiltIn,Ex,Ex,361919
1812,360,5,1900,76.0,0.0,OldTown,2fmCon,Y,Detchd,Gd,Gd,140000
1484,1473,7,2004,70.0,109.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,213000
1092,0,4,1930,70.0,0.0,IDOTRR,2fmCon,N,,Fa,,55000
1824,1643,7,1971,,351.0,ClearCr,1Fam,Y,Attchd,Gd,Gd,302000
1324,1324,8,2006,48.0,176.0,NridgHt,TwnhsE,Y,Attchd,Gd,Gd,254000
1456,728,7,2007,65.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,179540
904,876,5,1966,,41.0,Sawyer,1Fam,Y,Attchd,TA,TA,109900
729,270,3,1935,56.0,0.0,BrkSide,1Fam,Y,,TA,TA,52000
1178,859,4,1900,66.0,0.0,IDOTRR,1Fam,Y,Detchd,TA,TA,102776
1228,1228,8,1988,40.0,0.0,StoneBr,TwnhsE,Y,Attchd,Gd,Gd,189000
960,960,4,1970,60.0,160.0,BrkSide,2fmCon,N,Detchd,TA,TA,129000
1479,725,6,1976,,289.0,Sawyer,1Fam,Y,Attchd,Gd,TA,130500
1350,1064,6,1974,78.0,174.0,NWAmes,1Fam,Y,Attchd,TA,Gd,165000
2554,718,7,1890,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,159500
1178,1176,5,1973,80.0,0.0,NWAmes,1Fam,Y,Attchd,Gd,Gd,157000
2418,1311,7,1993,96.0,651.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,341000
971,971,5,1969,69.0,0.0,CollgCr,1Fam,Y,Attchd,TA,Gd,128500
1742,1742,8,1985,,0.0,StoneBr,1Fam,Y,Attchd,Gd,Gd,275000
848,848,6,2004,,169.0,CollgCr,TwnhsE,Y,Attchd,Gd,Gd,143000
864,864,4,1970,70.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,124500
1470,941,4,1954,60.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,135000
1698,1698,9,2007,86.0,340.0,Edwards,1Fam,Y,Attchd,Ex,Ex,320000
864,864,4,1970,60.0,0.0,NAmes,1Fam,Y,Detchd,Gd,TA,120500
1680,880,6,1988,,260.0,Crawfor,1Fam,Y,Attchd,Gd,Gd,222000
1232,1232,7,2007,64.0,82.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,194500
1776,1584,5,1958,85.0,95.0,NAmes,Duplex,Y,Detchd,TA,TA,110000
1208,780,4,1925,52.0,0.0,IDOTRR,1Fam,Y,Detchd,TA,TA,103000
1616,1595,8,1995,39.0,0.0,StoneBr,TwnhsE,Y,Attchd,Gd,Gd,236500
1146,868,7,2003,73.0,442.0,Timber,1Fam,Y,Attchd,Gd,Ex,187500
2031,1153,7,1998,75.0,202.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,222500
1144,864,5,1961,80.0,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,131400
948,948,5,1968,,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,108000
1768,880,7,1914,60.0,0.0,OldTown,1Fam,N,Detchd,TA,Gd,163000
1040,0,3,1950,60.0,0.0,NAmes,Duplex,N,Detchd,TA,,93500
1801,893,8,2005,72.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,239900
1200,1200,5,1987,60.0,0.0,Edwards,Duplex,Y,,TA,Gd,179000
1728,864,7,2004,65.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,190000
1432,264,5,1910,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,Fa,132000
912,912,6,1961,65.0,0.0,Sawyer,1Fam,Y,Detchd,Gd,TA,142000
1349,1349,7,2000,65.0,108.0,SawyerW,1Fam,Y,Attchd,TA,Gd,179000
1464,520,5,1963,70.0,0.0,Sawyer,1Fam,Y,Attchd,TA,Gd,175000
1337,1337,8,1993,41.0,0.0,StoneBr,TwnhsE,Y,Attchd,Gd,Gd,180000
2715,1142,8,1976,,289.0,NWAmes,1Fam,Y,BuiltIn,Gd,TA,299800
2256,952,7,2000,,0.0,Gilbert,1Fam,Y,BuiltIn,Gd,Gd,236000
2640,1240,7,1880,65.0,0.0,OldTown,1Fam,N,Detchd,Gd,TA,265979
1720,1720,7,1996,59.0,338.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,260400
1529,0,4,1945,50.0,0.0,Edwards,1Fam,N,Detchd,TA,,98000
1140,576,4,1910,55.0,0.0,OldTown,1Fam,Y,,TA,TA,96500
1320,660,7,2003,,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,162000
1494,1479,6,1997,79.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,217000
2098,1030,8,2005,80.0,178.0,NridgHt,1Fam,Y,Attchd,Ex,Gd,275500
1026,1026,6,1969,61.0,0.0,NAmes,1Fam,Y,Detchd,Gd,TA,156000
1471,729,6,1999,34.0,894.0,Somerst,TwnhsE,Y,Detchd,TA,Gd,172500
1768,866,8,2007,68.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,212000
1386,672,6,1978,,328.0,Sawyer,1Fam,Y,Attchd,TA,TA,158900
1501,744,7,1999,24.0,360.0,Somerst,Twnhs,Y,Detchd,TA,Gd,179400
2531,1318,8,1995,65.0,513.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,290000
864,864,6,1959,70.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,127500
1301,1145,5,1924,60.0,0.0,BrkSide,1Fam,Y,Detchd,Fa,TA,100000
1547,756,7,2009,72.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,215200
2365,1252,8,1999,82.0,673.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,337000
1494,1494,8,1995,30.0,0.0,Veenker,TwnhsE,Y,Attchd,Ex,Gd,270000
1506,1498,9,2008,75.0,284.0,Somerst,1Fam,Y,Attchd,Ex,Gd,264132
1714,980,7,1988,80.0,42.0,NWAmes,1Fam,Y,Attchd,TA,Gd,196500
1750,983,6,1940,75.0,0.0,Mitchel,1Fam,Y,Attchd,TA,Gd,160000
1836,1860,7,2004,70.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,216837
3279,1650,8,2003,47.0,603.0,StoneBr,1Fam,Y,BuiltIn,Ex,Gd,538000
858,858,5,1982,,0.0,Sawyer,1Fam,Y,Detchd,TA,Gd,134900
1220,836,4,1951,67.0,0.0,Edwards,1Fam,Y,Detchd,TA,Fa,102000
1117,1029,6,1976,94.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,107000
912,912,5,1958,70.0,1.0,NAmes,1Fam,Y,Attchd,TA,TA,114500
1973,1935,8,2006,110.0,375.0,NridgHt,1Fam,Y,Attchd,Gd,Gd,395000
1204,1204,6,1998,32.0,320.0,Mitchel,TwnhsE,Y,Attchd,TA,Ex,162000
1614,1614,7,2005,86.0,240.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,221500
894,864,5,1974,100.0,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,142500
2020,0,5,1977,60.0,320.0,SawyerW,Duplex,Y,Detchd,TA,,144000
1004,975,6,1977,78.0,90.0,Mitchel,Duplex,Y,Attchd,TA,Gd,135000
1253,1237,7,1995,63.0,38.0,Gilbert,1Fam,Y,Attchd,TA,Gd,176000
1603,761,6,1992,65.0,0.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,175900
1430,1413,7,2001,67.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,187100
1110,1097,5,1978,,104.0,Mitchel,1Fam,Y,Attchd,Gd,Gd,165500
1484,742,6,1914,35.0,0.0,OldTown,1Fam,Y,,TA,TA,128000
1342,1372,6,1967,,0.0,NWAmes,1Fam,Y,Attchd,TA,TA,161500
1652,686,5,1915,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,Fa,139000
2084,956,7,2004,76.0,0.0,SawyerW,1Fam,Y,BuiltIn,Gd,Gd,233000
901,901,4,1954,50.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,107900
2087,832,6,1966,,157.0,ClearCr,1Fam,Y,Attchd,Gd,TA,187500
1145,1145,7,2005,43.0,11.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Gd,160200
1062,1029,6,1976,,0.0,Mitchel,1Fam,Y,Attchd,TA,Gd,146800
2013,1117,7,1996,92.0,0.0,NoRidge,1Fam,Y,Attchd,TA,Gd,269790
1496,1496,8,2007,76.0,140.0,Somerst,1Fam,Y,Attchd,Gd,Gd,225000
1895,712,7,1994,,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,194500
1564,650,6,1980,70.0,130.0,SawyerW,1Fam,Y,Attchd,TA,Gd,171000
1285,660,6,1977,71.0,148.0,Sawyer,1Fam,Y,Attchd,TA,TA,143500
773,773,5,1953,57.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,110000
3140,1926,9,2008,104.0,860.0,NridgHt,1Fam,Y,BuiltIn,Ex,Ex,485000
1768,731,5,1937,60.0,252.0,SWISU,1Fam,Y,Detchd,Gd,Gd,175000
1688,616,6,1997,79.0,0.0,ClearCr,1Fam,Y,Attchd,Gd,Gd,200000
1196,1196,4,1916,40.0,0.0,IDOTRR,1Fam,Y,Detchd,TA,TA,109900
1456,728,7,2005,63.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,189000
2822,1734,9,2008,107.0,424.0,NridgHt,1Fam,Y,BuiltIn,Ex,Ex,582933
1128,936,5,1954,75.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,118000
1428,1417,7,2008,91.0,256.0,Somerst,1Fam,Y,Attchd,Ex,Gd,227680
980,980,5,1967,75.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,135500
1576,1324,5,1923,144.0,0.0,BrkSide,1Fam,Y,Attchd,Gd,TA,223500
1086,1024,5,1966,85.0,1047.0,NAmes,1Fam,Y,Attchd,TA,TA,159950
2138,849,5,1898,90.0,0.0,OldTown,1Fam,N,Detchd,TA,TA,106000
1309,1040,6,1974,78.0,99.0,NWAmes,1Fam,Y,Attchd,Gd,TA,181000
848,848,6,2004,,169.0,CollgCr,TwnhsE,Y,Attchd,Gd,Gd,144500
1044,540,5,1952,66.0,0.0,IDOTRR,1Fam,N,Basment,Fa,TA,55993
1442,1442,6,1958,75.0,243.0,NAmes,1Fam,Y,Attchd,TA,TA,157900
1250,686,5,1918,45.0,0.0,Edwards,1Fam,Y,Detchd,Fa,TA,116000
1661,1649,7,1998,48.0,442.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,224900
1008,1008,5,1954,,0.0,NAmes,1Fam,Y,Attchd,TA,TA,137000
1689,1568,8,2002,,148.0,Mitchel,1Fam,Y,Attchd,Gd,Gd,271000
1052,1010,6,1971,80.0,80.0,ClearCr,1Fam,Y,Attchd,TA,TA,155000
1358,1358,7,2009,44.0,128.0,NridgHt,TwnhsE,Y,Attchd,Gd,Gd,224000
1640,798,7,2003,72.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,183000
936,936,4,1953,60.0,0.0,OldTown,2fmCon,N,Detchd,TA,Fa,93000
1733,847,7,2003,,0.0,Gilbert,1Fam,Y,BuiltIn,Gd,Gd,225000
1489,778,6,1940,60.0,0.0,SWISU,1Fam,Y,Detchd,TA,TA,139500
1489,1489,8,2006,81.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,232600
2084,2078,10,2007,114.0,816.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,385000
784,784,5,1924,50.0,0.0,BrkSide,1Fam,Y,,Gd,TA,109500
1434,1454,7,2001,65.0,0.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,189000
2126,1013,5,1967,,0.0,ClearCr,1Fam,Y,Attchd,TA,TA,185000
1223,600,7,2005,24.0,0.0,Somerst,Twnhs,Y,Detchd,Gd,Gd,147400
1392,1392,6,1957,80.0,387.0,NAmes,1Fam,Y,Attchd,TA,TA,166000
1200,600,7,2005,30.0,0.0,Somerst,TwnhsE,Y,Detchd,Gd,Gd,151000
1829,941,7,2003,44.0,223.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,237000
1516,1516,6,1964,100.0,180.0,NAmes,1Fam,Y,Attchd,TA,TA,167000
1144,1144,5,1961,75.0,136.0,NAmes,1Fam,Y,Attchd,TA,TA,139950
1067,1067,4,1950,60.0,0.0,Sawyer,1Fam,Y,Attchd,Gd,Gd,128000
1559,1559,5,1948,90.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,153500
987,483,6,1973,21.0,158.0,BrDale,Twnhs,Y,Detchd,TA,TA,100000
1099,1099,5,1995,75.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,144000
1200,768,5,1946,70.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,130500
1482,672,6,1925,,0.0,SWISU,1Fam,N,Detchd,Fa,TA,140000
1539,650,5,1904,60.0,0.0,OldTown,1Fam,Y,Detchd,Gd,TA,157500
1165,1127,6,1966,82.0,183.0,NAmes,1Fam,Y,Attchd,TA,TA,174900
1800,1800,5,1961,80.0,0.0,NAmes,Duplex,N,,TA,TA,141000
1416,876,5,1915,100.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,153900
1701,1390,5,1975,,0.0,Sawyer,1Fam,Y,Basment,TA,Gd,171000
1775,740,7,1993,75.0,137.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,213000
864,864,5,1972,36.0,0.0,CollgCr,1Fam,Y,Attchd,TA,TA,133500
2358,907,6,1908,75.0,0.0,ClearCr,1Fam,Y,Detchd,TA,TA,240000
1855,528,6,1976,80.0,360.0,Veenker,1Fam,Y,Attchd,TA,TA,187000
848,848,6,2003,36.0,170.0,CollgCr,TwnhsE,Y,Attchd,Gd,Gd,131500
1456,1273,8,2003,,40.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Gd,215000
1646,918,7,1941,53.0,0.0,Crawfor,1Fam,Y,Detchd,TA,TA,164000
1445,1127,6,1964,,115.0,NAmes,1Fam,Y,Attchd,TA,TA,158000
1779,1763,5,1955,102.0,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,170000
1040,1040,5,1962,,0.0,Sawyer,1Fam,Y,Detchd,TA,TA,127000
1026,940,6,1978,,0.0,CollgCr,1Fam,Y,Detchd,TA,Gd,147000
1481,702,6,1994,65.0,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,174000
1370,1090,7,1976,80.0,189.0,NWAmes,1Fam,Y,Attchd,TA,Gd,152000
2654,1054,6,1968,,220.0,NWAmes,1Fam,Y,Attchd,Gd,TA,250000
1426,912,7,1918,55.0,0.0,Crawfor,1Fam,Y,Detchd,Gd,TA,189950
1039,1039,5,1965,75.0,0.0,Sawyer,2fmCon,Y,Attchd,TA,TA,131500
1097,1040,6,1984,81.0,0.0,SawyerW,1Fam,Y,Attchd,TA,Gd,152000
1148,1148,5,1959,70.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,132500
1372,1372,7,2007,72.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Ex,250580
1002,1002,5,1970,,76.0,NAmes,1Fam,Y,Detchd,TA,TA,148500
1646,1638,8,2006,67.0,274.0,Timber,1Fam,Y,Attchd,Gd,Gd,248900
1120,1040,4,1961,85.0,0.0,Sawyer,1Fam,Y,Attchd,Fa,TA,129000
2320,0,5,1948,,0.0,Gilbert,1Fam,Y,Attchd,TA,,169000
1949,1050,7,1993,80.0,246.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,236000
894,894,5,1962,60.0,0.0,NAmes,1Fam,N,Detchd,TA,TA,109500
1682,804,6,1998,70.0,116.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,200500
910,105,5,1953,74.0,0.0,NAmes,1Fam,Y,Attchd,Gd,TA,116000
1268,832,5,1949,60.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,133000
1131,676,5,1941,52.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,66500
2610,1184,8,2007,75.0,0.0,Somerst,1Fam,Y,BuiltIn,Ex,Gd,303477
1040,1064,4,1963,94.0,0.0,Mitchel,1Fam,Y,Attchd,TA,TA,132250
2224,1462,9,2004,74.0,216.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,350000
1155,1109,5,1961,88.0,0.0,Sawyer,1Fam,Y,Detchd,Gd,TA,148000
864,864,5,1978,,90.0,CollgCr,1Fam,Y,Attchd,TA,TA,136500
1090,1090,5,2005,60.0,0.0,Edwards,1Fam,Y,Attchd,TA,Ex,157000
1717,1156,7,1990,44.0,117.0,Timber,1Fam,Y,Attchd,Gd,Gd,187500
1593,808,6,1992,,0.0,Gilbert,1Fam,Y,BuiltIn,TA,Gd,178000
2230,795,4,1912,60.0,0.0,SWISU,1Fam,N,Detchd,TA,TA,118500
892,892,5,1967,65.0,60.0,NAmes,1Fam,Y,Attchd,TA,TA,100000
1709,1698,9,1999,50.0,60.0,Somerst,TwnhsE,Y,Attchd,Gd,Ex,328900
1712,1626,5,1959,70.0,122.0,NAmes,Duplex,Y,Attchd,TA,TA,145000
1393,816,5,1955,59.0,0.0,Edwards,1Fam,Y,Attchd,TA,TA,135500
2217,2217,8,1970,95.0,0.0,NAmes,1Fam,Y,Attchd,Gd,TA,268000
1505,1505,6,1953,128.0,90.0,NAmes,1Fam,Y,Attchd,TA,TA,149500
924,672,5,1949,60.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,122900
1683,918,6,1978,70.0,92.0,Sawyer,1Fam,Y,Attchd,TA,TA,172500
1068,1059,6,1963,70.0,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,154500
1383,1383,5,1954,,0.0,Sawyer,1Fam,Y,Attchd,TA,Gd,165000
1535,0,5,1979,64.0,0.0,SawyerW,Duplex,Y,Attchd,TA,,118858
